gene	report_path	source_image	copied_image	copied	reason
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/ANKRD17/IF_images/U2OS_1.jpg	docs/assets/report-images/ANKRD17/U2OS_1.jpg	True	copied_or_reused
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	../assets/report-images/ANKRD17/CACO2_1.jpg		False	source_not_found
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	../assets/report-images/ANKRD17/U2OS_1.jpg		False	source_not_found
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/ANKRD17/ANKRD17-PAE.png	docs/assets/report-images/ANKRD17/ANKRD17-PAE.png	True	copied_or_reused
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	../assets/report-images/ANKRD17/ANKRD17-PAE.png		False	source_not_found
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/ANKRD17/ANKRD17-PAE.png	docs/assets/report-images/ANKRD17/ANKRD17-PAE.png	True	copied_or_reused
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	../assets/report-images/ANKRD17/ANKRD17-PAE.png		False	source_not_found
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/ANKRD17/ANKRD17-PAE.png	docs/assets/report-images/ANKRD17/ANKRD17-PAE.png	True	copied_or_reused
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	../assets/report-images/ANKRD17/ANKRD17-PAE.png		False	source_not_found
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/ARL6IP6/IF_images/ARL6IP6_IF_14743.jpg	docs/assets/report-images/ARL6IP6/ARL6IP6_IF_14743.jpg	True	copied_or_reused
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	../assets/report-images/ARL6IP6/ARL6IP6_IF_14743.jpg		False	source_not_found
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/ARL6IP6/ARL6IP6-PAE.png	docs/assets/report-images/ARL6IP6/ARL6IP6-PAE.png	True	copied_or_reused
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	../assets/report-images/ARL6IP6/ARL6IP6-PAE.png		False	source_not_found
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/ARL6IP6/ARL6IP6-PAE.png	docs/assets/report-images/ARL6IP6/ARL6IP6-PAE.png	True	copied_or_reused
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	../assets/report-images/ARL6IP6/ARL6IP6-PAE.png		False	source_not_found
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/ARL6IP6/ARL6IP6-PAE.png	docs/assets/report-images/ARL6IP6/ARL6IP6-PAE.png	True	copied_or_reused
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	../assets/report-images/ARL6IP6/ARL6IP6-PAE.png		False	source_not_found
BROX	detail/nuclear-envelope/BROX/BROX-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/BROX/IF_images/A-431_1.jpg	docs/assets/report-images/BROX/A-431_1.jpg	True	copied_or_reused
BROX	detail/nuclear-envelope/BROX/BROX-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/BROX/IF_images/U-251MG_1.jpg	docs/assets/report-images/BROX/U-251MG_1.jpg	True	copied_or_reused
BROX	detail/nuclear-envelope/BROX/BROX-evaluation.md	../assets/report-images/BROX/A-431_1.jpg		False	source_not_found
BROX	detail/nuclear-envelope/BROX/BROX-evaluation.md	../assets/report-images/BROX/U-251MG_1.jpg		False	source_not_found
BTNL9	detail/nuclear-envelope/BTNL9/BTNL9-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/BTNL9/IF_images/HEK293_1.jpg	docs/assets/report-images/BTNL9/HEK293_1.jpg	True	copied_or_reused
BTNL9	detail/nuclear-envelope/BTNL9/BTNL9-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/BTNL9/IF_images/U2OS_1.jpg	docs/assets/report-images/BTNL9/U2OS_1.jpg	True	copied_or_reused
BTNL9	detail/nuclear-envelope/BTNL9/BTNL9-evaluation.md	../assets/report-images/BTNL9/HEK293_1.jpg		False	source_not_found
BTNL9	detail/nuclear-envelope/BTNL9/BTNL9-evaluation.md	../assets/report-images/BTNL9/U2OS_1.jpg		False	source_not_found
CERS5	detail/nuclear-envelope/CERS5/CERS5-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/CERS5/IF_images/2102_E3_1_blue_red_green.jpg	docs/assets/report-images/CERS5/2102_E3_1_blue_red_green.jpg	True	copied_or_reused
CERS5	detail/nuclear-envelope/CERS5/CERS5-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/CERS5/IF_images/2102_E3_6_blue_red_green.jpg	docs/assets/report-images/CERS5/2102_E3_6_blue_red_green.jpg	True	copied_or_reused
CERS5	detail/nuclear-envelope/CERS5/CERS5-evaluation.md	../assets/report-images/CERS5/2102_E3_1_blue_red_green.jpg		False	source_not_found
CERS5	detail/nuclear-envelope/CERS5/CERS5-evaluation.md	../assets/report-images/CERS5/2102_E3_6_blue_red_green.jpg		False	source_not_found
CHMP1B	detail/nuclear-envelope/CHMP1B/CHMP1B-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/rejected/CHMP1B/IF_images/MCF-7_1.jpg	docs/assets/report-images/CHMP1B/MCF-7_1.jpg	True	copied_or_reused
CHMP1B	detail/nuclear-envelope/CHMP1B/CHMP1B-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/rejected/CHMP1B/IF_images/SiHa_1.jpg	docs/assets/report-images/CHMP1B/SiHa_1.jpg	True	copied_or_reused
CHMP1B	detail/nuclear-envelope/CHMP1B/CHMP1B-evaluation.md	../assets/report-images/CHMP1B/MCF-7_1.jpg		False	source_not_found
CHMP1B	detail/nuclear-envelope/CHMP1B/CHMP1B-evaluation.md	../assets/report-images/CHMP1B/SiHa_1.jpg		False	source_not_found
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/CHMP7/IF_images/A-431_1.jpg	docs/assets/report-images/CHMP7/A-431_1.jpg	True	copied_or_reused
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/CHMP7/IF_images/A-431_2.jpg	docs/assets/report-images/CHMP7/A-431_2.jpg	True	copied_or_reused
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	../assets/report-images/CHMP7/A-431_1.jpg		False	source_not_found
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	../assets/report-images/CHMP7/A-431_2.jpg		False	source_not_found
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/CHMP7/CHMP7-PAE.png	docs/assets/report-images/CHMP7/CHMP7-PAE.png	True	copied_or_reused
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	../assets/report-images/CHMP7/CHMP7-PAE.png		False	source_not_found
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/CHMP7/CHMP7-PAE.png	docs/assets/report-images/CHMP7/CHMP7-PAE.png	True	copied_or_reused
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	../assets/report-images/CHMP7/CHMP7-PAE.png		False	source_not_found
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/CHMP7/CHMP7-PAE.png	docs/assets/report-images/CHMP7/CHMP7-PAE.png	True	copied_or_reused
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	../assets/report-images/CHMP7/CHMP7-PAE.png		False	source_not_found
DNAJA4	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/DNAJA4/IF_images/NIH-3T3_1.jpg	docs/assets/report-images/DNAJA4/NIH-3T3_1.jpg	True	copied_or_reused
DNAJA4	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/DNAJA4/IF_images/A-431_1.jpg	docs/assets/report-images/DNAJA4/A-431_1.jpg	True	copied_or_reused
DNAJA4	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	../assets/report-images/DNAJA4/NIH-3T3_1.jpg		False	source_not_found
DNAJA4	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	../assets/report-images/DNAJA4/A-431_1.jpg		False	source_not_found
DNAJA4	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/DNAJA4/DNAJA4-PAE.png	docs/assets/report-images/DNAJA4/DNAJA4-PAE.png	True	copied_or_reused
DNAJA4	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	../assets/report-images/DNAJA4/DNAJA4-PAE.png		False	source_not_found
DNAJA4	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/DNAJA4/DNAJA4-PAE.png	docs/assets/report-images/DNAJA4/DNAJA4-PAE.png	True	copied_or_reused
DNAJA4	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	../assets/report-images/DNAJA4/DNAJA4-PAE.png		False	source_not_found
ENY2	detail/nuclear-envelope/ENY2/ENY2-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/ENY2/IF_images/A-431_1.jpg	docs/assets/report-images/ENY2/A-431_1.jpg	True	copied_or_reused
ENY2	detail/nuclear-envelope/ENY2/ENY2-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/ENY2/IF_images/U-251MG_1.jpg	docs/assets/report-images/ENY2/U-251MG_1.jpg	True	copied_or_reused
ENY2	detail/nuclear-envelope/ENY2/ENY2-evaluation.md	../assets/report-images/ENY2/A-431_1.jpg		False	source_not_found
ENY2	detail/nuclear-envelope/ENY2/ENY2-evaluation.md	../assets/report-images/ENY2/U-251MG_1.jpg		False	source_not_found
ENY2	detail/nuclear-envelope/ENY2/ENY2-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/ENY2/ENY2-PAE.png	docs/assets/report-images/ENY2/ENY2-PAE.png	True	copied_or_reused
ENY2	detail/nuclear-envelope/ENY2/ENY2-evaluation.md	../assets/report-images/ENY2/ENY2-PAE.png		False	source_not_found
ENY2	detail/nuclear-envelope/ENY2/ENY2-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/ENY2/ENY2-PAE.png	docs/assets/report-images/ENY2/ENY2-PAE.png	True	copied_or_reused
ENY2	detail/nuclear-envelope/ENY2/ENY2-evaluation.md	../assets/report-images/ENY2/ENY2-PAE.png		False	source_not_found
EOGT	detail/nuclear-envelope/EOGT/EOGT-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/EOGT/IF_images/222_H3_1_blue_red_green.jpg	docs/assets/report-images/EOGT/222_H3_1_blue_red_green.jpg	True	copied_or_reused
EOGT	detail/nuclear-envelope/EOGT/EOGT-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/EOGT/IF_images/222_H3_2_blue_red_green.jpg	docs/assets/report-images/EOGT/222_H3_2_blue_red_green.jpg	True	copied_or_reused
EOGT	detail/nuclear-envelope/EOGT/EOGT-evaluation.md	../assets/report-images/EOGT/222_H3_1_blue_red_green.jpg		False	source_not_found
EOGT	detail/nuclear-envelope/EOGT/EOGT-evaluation.md	../assets/report-images/EOGT/222_H3_2_blue_red_green.jpg		False	source_not_found
FAM120C	detail/nuclear-envelope/FAM120C/FAM120C-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM120C/IF_images/HEK293_1.jpg	docs/assets/report-images/FAM120C/HEK293_1.jpg	True	copied_or_reused
FAM120C	detail/nuclear-envelope/FAM120C/FAM120C-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM120C/IF_images/PC-3_1.jpg	docs/assets/report-images/FAM120C/PC-3_1.jpg	True	copied_or_reused
FAM120C	detail/nuclear-envelope/FAM120C/FAM120C-evaluation.md	../assets/report-images/FAM120C/HEK293_1.jpg		False	source_not_found
FAM120C	detail/nuclear-envelope/FAM120C/FAM120C-evaluation.md	../assets/report-images/FAM120C/PC-3_1.jpg		False	source_not_found
FAM120C	detail/nuclear-envelope/FAM120C/FAM120C-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM120C/FAM120C-PAE.png	docs/assets/report-images/FAM120C/FAM120C-PAE.png	True	copied_or_reused
FAM120C	detail/nuclear-envelope/FAM120C/FAM120C-evaluation.md	../assets/report-images/FAM120C/FAM120C-PAE.png		False	source_not_found
FAM120C	detail/nuclear-envelope/FAM120C/FAM120C-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/FAM120C/FAM120C-PAE.png	docs/assets/report-images/FAM120C/FAM120C-PAE.png	True	copied_or_reused
FAM120C	detail/nuclear-envelope/FAM120C/FAM120C-evaluation.md	../assets/report-images/FAM120C/FAM120C-PAE.png		False	source_not_found
FAM156A	detail/nuclear-envelope/FAM156A/FAM156A-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM156A/FAM156A-PAE.png	docs/assets/report-images/FAM156A/FAM156A-PAE.png	True	copied_or_reused
FAM156A	detail/nuclear-envelope/FAM156A/FAM156A-evaluation.md	../assets/report-images/FAM156A/FAM156A-PAE.png		False	source_not_found
FAM156A	detail/nuclear-envelope/FAM156A/FAM156A-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/FAM156A/FAM156A-PAE.png	docs/assets/report-images/FAM156A/FAM156A-PAE.png	True	copied_or_reused
FAM156A	detail/nuclear-envelope/FAM156A/FAM156A-evaluation.md	../assets/report-images/FAM156A/FAM156A-PAE.png		False	source_not_found
FAM156B	detail/nuclear-envelope/FAM156B/FAM156B-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM156B/FAM156B-PAE.png	docs/assets/report-images/FAM156B/FAM156B-PAE.png	True	copied_or_reused
FAM156B	detail/nuclear-envelope/FAM156B/FAM156B-evaluation.md	../assets/report-images/FAM156B/FAM156B-PAE.png		False	source_not_found
FAM156B	detail/nuclear-envelope/FAM156B/FAM156B-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/FAM156B/FAM156B-PAE.png	docs/assets/report-images/FAM156B/FAM156B-PAE.png	True	copied_or_reused
FAM156B	detail/nuclear-envelope/FAM156B/FAM156B-evaluation.md	../assets/report-images/FAM156B/FAM156B-PAE.png		False	source_not_found
FAM169A	detail/nuclear-envelope/FAM169A/FAM169A-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM169A/IF_images/A-431_1.jpg	docs/assets/report-images/FAM169A/A-431_1.jpg	True	copied_or_reused
FAM169A	detail/nuclear-envelope/FAM169A/FAM169A-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM169A/IF_images/U-251MG_1.jpg	docs/assets/report-images/FAM169A/U-251MG_1.jpg	True	copied_or_reused
FAM169A	detail/nuclear-envelope/FAM169A/FAM169A-evaluation.md	../assets/report-images/FAM169A/A-431_1.jpg		False	source_not_found
FAM169A	detail/nuclear-envelope/FAM169A/FAM169A-evaluation.md	../assets/report-images/FAM169A/U-251MG_1.jpg		False	source_not_found
FAM169A	detail/nuclear-envelope/FAM169A/FAM169A-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM169A/FAM169A-PAE.png	docs/assets/report-images/FAM169A/FAM169A-PAE.png	True	copied_or_reused
FAM169A	detail/nuclear-envelope/FAM169A/FAM169A-evaluation.md	../assets/report-images/FAM169A/FAM169A-PAE.png		False	source_not_found
FAM169A	detail/nuclear-envelope/FAM169A/FAM169A-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/FAM169A/FAM169A-PAE.png	docs/assets/report-images/FAM169A/FAM169A-PAE.png	True	copied_or_reused
FAM169A	detail/nuclear-envelope/FAM169A/FAM169A-evaluation.md	../assets/report-images/FAM169A/FAM169A-PAE.png		False	source_not_found
FAM188A	detail/nuclear-envelope/FAM188A/FAM188A-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM188A/IF_images/A-431_1.jpg	docs/assets/report-images/FAM188A/A-431_1.jpg	True	copied_or_reused
FAM188A	detail/nuclear-envelope/FAM188A/FAM188A-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM188A/IF_images/U-251MG_1.jpg	docs/assets/report-images/FAM188A/U-251MG_1.jpg	True	copied_or_reused
FAM188A	detail/nuclear-envelope/FAM188A/FAM188A-evaluation.md	../assets/report-images/FAM188A/A-431_1.jpg		False	source_not_found
FAM188A	detail/nuclear-envelope/FAM188A/FAM188A-evaluation.md	../assets/report-images/FAM188A/U-251MG_1.jpg		False	source_not_found
FAM188A	detail/nuclear-envelope/FAM188A/FAM188A-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/FAM188A/FAM188A-PAE.png	docs/assets/report-images/FAM188A/FAM188A-PAE.png	True	copied_or_reused
FAM188A	detail/nuclear-envelope/FAM188A/FAM188A-evaluation.md	../assets/report-images/FAM188A/FAM188A-PAE.png		False	source_not_found
FAM188A	detail/nuclear-envelope/FAM188A/FAM188A-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/FAM188A/FAM188A-PAE.png	docs/assets/report-images/FAM188A/FAM188A-PAE.png	True	copied_or_reused
FAM188A	detail/nuclear-envelope/FAM188A/FAM188A-evaluation.md	../assets/report-images/FAM188A/FAM188A-PAE.png		False	source_not_found
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/LEMD2/IF_images/A-431_1.jpg	docs/assets/report-images/LEMD2/A-431_1.jpg	True	copied_or_reused
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/LEMD2/IF_images/U-251MG_1.jpg	docs/assets/report-images/LEMD2/U-251MG_1.jpg	True	copied_or_reused
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	../assets/report-images/LEMD2/A-431_1.jpg		False	source_not_found
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	../assets/report-images/LEMD2/U-251MG_1.jpg		False	source_not_found
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/LEMD2/LEMD2-PAE.png	docs/assets/report-images/LEMD2/LEMD2-PAE.png	True	copied_or_reused
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	../assets/report-images/LEMD2/LEMD2-PAE.png		False	source_not_found
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/LEMD2/LEMD2-PAE.png	docs/assets/report-images/LEMD2/LEMD2-PAE.png	True	copied_or_reused
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	../assets/report-images/LEMD2/LEMD2-PAE.png		False	source_not_found
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/LEMD2/LEMD2-PAE.png	docs/assets/report-images/LEMD2/LEMD2-PAE.png	True	copied_or_reused
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	../assets/report-images/LEMD2/LEMD2-PAE.png		False	source_not_found
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/LEMD3/IF_images/RT-4_1.jpg	docs/assets/report-images/LEMD3/RT-4_1.jpg	True	copied_or_reused
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/LEMD3/IF_images/SiHa_1.jpg	docs/assets/report-images/LEMD3/SiHa_1.jpg	True	copied_or_reused
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	../assets/report-images/LEMD3/RT-4_1.jpg		False	source_not_found
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	../assets/report-images/LEMD3/SiHa_1.jpg		False	source_not_found
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/LEMD3/LEMD3-PAE.png	docs/assets/report-images/LEMD3/LEMD3-PAE.png	True	copied_or_reused
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	../assets/report-images/LEMD3/LEMD3-PAE.png		False	source_not_found
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/LEMD3/LEMD3-PAE.png	docs/assets/report-images/LEMD3/LEMD3-PAE.png	True	copied_or_reused
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	../assets/report-images/LEMD3/LEMD3-PAE.png		False	source_not_found
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/LEMD3/LEMD3-PAE.png	docs/assets/report-images/LEMD3/LEMD3-PAE.png	True	copied_or_reused
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	../assets/report-images/LEMD3/LEMD3-PAE.png		False	source_not_found
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/NANOGP8/IF_images/SuSa_1.jpg	docs/assets/report-images/NANOGP8/SuSa_1.jpg	True	copied_or_reused
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/NANOGP8/IF_images/U2OS_1.jpg	docs/assets/report-images/NANOGP8/U2OS_1.jpg	True	copied_or_reused
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	../assets/report-images/NANOGP8/SuSa_1.jpg		False	source_not_found
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	../assets/report-images/NANOGP8/U2OS_1.jpg		False	source_not_found
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/NANOGP8/NANOGP8-PAE.png	docs/assets/report-images/NANOGP8/NANOGP8-PAE.png	True	copied_or_reused
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	../assets/report-images/NANOGP8/NANOGP8-PAE.png		False	source_not_found
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/NANOGP8/NANOGP8-PAE.png	docs/assets/report-images/NANOGP8/NANOGP8-PAE.png	True	copied_or_reused
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	../assets/report-images/NANOGP8/NANOGP8-PAE.png		False	source_not_found
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/nuclear-envelope/NANOGP8/NANOGP8-PAE.png	docs/assets/report-images/NANOGP8/NANOGP8-PAE.png	True	copied_or_reused
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	../assets/report-images/NANOGP8/NANOGP8-PAE.png		False	source_not_found
NDC1	detail/nuclear-envelope/NDC1/NDC1-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/NDC1/IF_images/Rh30_1.jpg	docs/assets/report-images/NDC1/Rh30_1.jpg	True	copied_or_reused
NDC1	detail/nuclear-envelope/NDC1/NDC1-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/NDC1/IF_images/U2OS_1.jpg	docs/assets/report-images/NDC1/U2OS_1.jpg	True	copied_or_reused
NDC1	detail/nuclear-envelope/NDC1/NDC1-evaluation.md	../assets/report-images/NDC1/Rh30_1.jpg		False	source_not_found
NDC1	detail/nuclear-envelope/NDC1/NDC1-evaluation.md	../assets/report-images/NDC1/U2OS_1.jpg		False	source_not_found
NDC1	detail/nuclear-envelope/NDC1/NDC1-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/NDC1/NDC1-PAE.png	docs/assets/report-images/NDC1/NDC1-PAE.png	True	copied_or_reused
NDC1	detail/nuclear-envelope/NDC1/NDC1-evaluation.md	../assets/report-images/NDC1/NDC1-PAE.png		False	source_not_found
NDC1	detail/nuclear-envelope/NDC1/NDC1-evaluation.md	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/nuclear-envelope/NDC1/NDC1-PAE.png	docs/assets/report-images/NDC1/NDC1-PAE.png	True	copied_or_reused
